"","Date","Time","Open","High","Low","Close","Vol","OI","TR","TRProb","round(TRProb * 100, 3)"
"251","12/31/2019","13:55",3221.5,3221.75,3220.75,3220.75,534,3078,1,0.3334172721875,33.342
"252","12/31/2019","14:00",3220.75,3221.25,3220.25,3220.75,3387,2646,1,0.3334172721875,33.342
"253","12/31/2019","14:05",3220.75,3222.5,3220.25,3222.5,4396,3233,2.25,0.805379026390572,80.538
"254","12/31/2019","14:10",3222.25,3222.5,3221.5,3221.75,1596,2854,1,0.3334172721875,33.342
"255","12/31/2019","14:15",3222,3223.75,3221.75,3222.75,6723,2845,2,0.726644208426555,72.664
"256","12/31/2019","14:20",3222.75,3224.75,3221.75,3223.75,12822,9253,3,0.949068331360949,94.907
"257","12/31/2019","14:25",3223.5,3224.75,3223.5,3224.25,5396,4949,1.25,0.431640706206414,43.164
"258","12/31/2019","14:30",3224,3225.25,3223.5,3225.25,6746,7528,1.75,0.634726189522012,63.473
"259","12/31/2019","14:35",3225,3226.5,3224.75,3226,8667,8128,1.75,0.634726189522012,63.473
"260","12/31/2019","14:40",3226,3226.25,3225,3225.5,4298,4946,1.25,0.431640706206414,43.164
"261","12/31/2019","14:45",3225.75,3227.75,3225.5,3227.5,6909,5155,2.25,0.805379026390572,80.538
"262","12/31/2019","14:50",3227.5,3228.25,3226.25,3227,8730,10432,2,0.726644208426555,72.664
"263","12/31/2019","14:55",3227,3229.75,3225.5,3229.5,26592,15619,4.25,0.998290822737504,99.829
"264","12/31/2019","15:00",3229.25,3232.5,3227.5,3229.75,83525,91796,5,0.999893160276226,99.989
"265","12/31/2019","15:05",3230,3233.75,3229.25,3233.5,34113,23797,4.5,0.999277913278848,99.928
"266","12/31/2019","15:10",3233.5,3234.25,3233,3233.75,7995,4376,1.25,0.431640706206414,43.164
"267","12/31/2019","15:15",3233.5,3235.25,3233.25,3234.5,9007,6961,2,0.726644208426555,72.664
"268","12/31/2019","15:20",3234.75,3234.75,3234.75,3234.75,1,0,0.25,0.114026375399164,11.403
"269","12/31/2019","15:35",3234.5,3235,3234,3234.75,1226,1027,1,0.3334172721875,33.342
"270","12/31/2019","15:40",3235,3235.25,3234.5,3235,703,418,0.75,0.245476352411975,24.548
"271","12/31/2019","15:45",3235,3235,3234.5,3234.75,612,264,0.5,0.171795898856082,17.18
"272","12/31/2019","15:50",3235,3235.75,3234.75,3235.25,723,492,1,0.3334172721875,33.342
"273","12/31/2019","15:55",3235.25,3236,3235.25,3235.75,799,414,0.75,0.245476352411975,24.548
"274","12/31/2019","16:00",3235.75,3236.25,3235.5,3236,966,1244,0.75,0.245476352411975,24.548
"275","01/01/2020","17:05",3237,3238,3234.25,3235.5,3480,2070,3.75,0.992040779680071,99.204
"276","01/01/2020","17:10",3235.5,3238,3235.25,3237.75,1015,561,2.75,0.915834837674981,91.583
"277","01/01/2020","17:15",3237.75,3239.25,3237.75,3239.25,1243,944,1.5,0.534306256438473,53.431
"278","01/01/2020","17:20",3239.25,3239.75,3238.75,3239.75,495,598,1,0.3334172721875,33.342
"279","01/01/2020","17:25",3239.5,3240.5,3239.25,3239.5,666,881,1.25,0.431640706206414,43.164
"280","01/01/2020","17:30",3239.5,3240.75,3239,3240.25,417,229,1.75,0.634726189522012,63.473
"281","01/01/2020","17:35",3240.5,3240.5,3239.5,3239.5,133,397,1,0.3334172721875,33.342
"282","01/01/2020","17:40",3239.5,3239.75,3238.5,3238.75,282,767,1.25,0.431640706206414,43.164
"283","01/01/2020","17:45",3238.75,3238.75,3238.25,3238.5,269,279,0.5,0.171795898856082,17.18
"284","01/01/2020","17:50",3238.25,3239,3238.25,3238.75,271,186,0.75,0.245476352411975,24.548
"285","01/01/2020","17:55",3239,3239,3237.75,3238,253,421,1.25,0.431640706206414,43.164
"286","01/01/2020","18:00",3238,3238,3237.5,3237.5,214,155,0.5,0.171795898856082,17.18
"287","01/01/2020","18:05",3237.75,3238.25,3237.25,3237.25,416,589,1,0.3334172721875,33.342
"288","01/01/2020","18:10",3237.25,3237.5,3237,3237.5,332,100,0.5,0.171795898856082,17.18
"289","01/01/2020","18:15",3237.5,3237.75,3237.25,3237.5,236,60,0.5,0.171795898856082,17.18
"290","01/01/2020","18:20",3237.25,3237.75,3237,3237.75,473,115,0.75,0.245476352411975,24.548
"291","01/01/2020","18:25",3237.75,3237.75,3237.25,3237.25,67,359,0.5,0.171795898856082,17.18
"292","01/01/2020","18:30",3237.5,3238,3237.5,3237.75,250,104,0.75,0.245476352411975,24.548
"293","01/01/2020","18:35",3238,3238.75,3238,3238.5,397,93,1,0.3334172721875,33.342
"294","01/01/2020","18:40",3238.25,3238.75,3238.25,3238.5,191,80,0.5,0.171795898856082,17.18
"295","01/01/2020","18:45",3238.5,3239,3238.25,3238.75,273,152,0.75,0.245476352411975,24.548
"296","01/01/2020","18:50",3238.5,3239,3238.5,3239,107,39,0.5,0.171795898856082,17.18
"297","01/01/2020","18:55",3238.75,3239.25,3238.75,3239,113,137,0.5,0.171795898856082,17.18
"298","01/01/2020","19:00",3238.75,3239,3238.5,3238.75,262,333,0.5,0.171795898856082,17.18
"299","01/01/2020","19:05",3239,3240,3239,3240,562,550,1.25,0.431640706206414,43.164
"300","01/01/2020","19:10",3240.25,3240.5,3239.25,3239.5,483,538,1.25,0.431640706206414,43.164
"301","01/01/2020","19:15",3239.5,3239.5,3239,3239,206,321,0.5,0.171795898856082,17.18
"302","01/01/2020","19:20",3239,3239,3236.5,3236.75,977,1855,2.5,0.868491947061074,86.849
"303","01/01/2020","19:25",3236.75,3237.5,3236,3237.5,722,486,1.5,0.534306256438473,53.431
"304","01/01/2020","19:30",3237.5,3237.75,3237,3237.25,564,196,0.75,0.245476352411975,24.548
"305","01/01/2020","19:35",3237.25,3238.25,3237,3237.25,528,344,1.25,0.431640706206414,43.164
"306","01/01/2020","19:40",3237.25,3238.75,3237.25,3238.25,636,218,1.5,0.534306256438473,53.431
"307","01/01/2020","19:45",3238.25,3238.25,3237.75,3237.75,137,180,0.5,0.171795898856082,17.18
"308","01/01/2020","19:50",3237.5,3238.25,3237.5,3238.25,289,79,0.75,0.245476352411975,24.548
"309","01/01/2020","19:55",3238.25,3238.25,3237.25,3238.25,492,223,1,0.3334172721875,33.342
"310","01/01/2020","20:00",3238.25,3238.5,3237.75,3238.5,224,334,0.75,0.245476352411975,24.548
"311","01/01/2020","20:05",3238.5,3239.75,3238,3239.75,689,288,1.75,0.634726189522012,63.473
"312","01/01/2020","20:10",3239.75,3239.75,3238.75,3239,227,470,1,0.3334172721875,33.342
"313","01/01/2020","20:15",3239.25,3239.5,3239,3239,152,206,0.5,0.171795898856082,17.18
"314","01/01/2020","20:20",3239.25,3239.75,3238.75,3238.75,175,310,1,0.3334172721875,33.342
"315","01/01/2020","20:25",3238.5,3239.25,3238.5,3239.25,123,202,0.75,0.245476352411975,24.548
"316","01/01/2020","20:30",3239.25,3239.5,3238.75,3239.5,70,151,0.75,0.245476352411975,24.548
"317","01/01/2020","20:35",3239.25,3240,3239.25,3239.75,632,86,0.75,0.245476352411975,24.548
"318","01/01/2020","20:40",3240,3240,3239.5,3240,394,106,0.5,0.171795898856082,17.18
"319","01/01/2020","20:45",3240,3240,3239.25,3239.5,59,221,0.75,0.245476352411975,24.548
"320","01/01/2020","20:50",3239.5,3239.5,3239.25,3239.5,11,194,0.25,0.114026375399164,11.403
"321","01/01/2020","20:55",3239.5,3239.75,3239.25,3239.5,197,13,0.5,0.171795898856082,17.18
"322","01/01/2020","21:00",3239.5,3239.75,3239.25,3239.5,22,76,0.5,0.171795898856082,17.18
"323","01/01/2020","21:05",3239.25,3240,3239.25,3240,151,27,0.75,0.245476352411975,24.548
"324","01/01/2020","21:10",3240,3240,3239.5,3240,229,156,0.5,0.171795898856082,17.18
"325","01/01/2020","21:15",3240,3240.5,3239.75,3240.25,293,77,0.75,0.245476352411975,24.548
"326","01/01/2020","21:20",3240.25,3240.75,3240,3240.5,400,67,0.75,0.245476352411975,24.548
"327","01/01/2020","21:25",3240.5,3240.75,3240.25,3240.5,147,245,0.5,0.171795898856082,17.18
"328","01/01/2020","21:30",3240.5,3240.75,3240,3240,24,189,0.75,0.245476352411975,24.548
"329","01/01/2020","21:35",3240.25,3240.5,3240,3240.25,103,46,0.5,0.171795898856082,17.18
"330","01/01/2020","21:40",3240.5,3241,3240.5,3240.75,331,78,0.75,0.245476352411975,24.548
"331","01/01/2020","21:45",3240.5,3241,3240.25,3241,272,103,0.75,0.245476352411975,24.548
"332","01/01/2020","21:50",3240.75,3240.75,3240.25,3240.5,30,240,0.75,0.245476352411975,24.548
"333","01/01/2020","21:55",3240.5,3241,3240.25,3241,115,17,0.75,0.245476352411975,24.548
"334","01/01/2020","22:00",3241,3241,3240.5,3240.75,65,157,0.5,0.171795898856082,17.18
"335","01/01/2020","22:05",3240.5,3240.75,3240.5,3240.5,17,85,0.25,0.114026375399164,11.403
"336","01/01/2020","22:10",3240.5,3240.75,3240.25,3240.5,73,63,0.5,0.171795898856082,17.18
"337","01/01/2020","22:15",3240.5,3240.5,3240,3240.25,77,246,0.5,0.171795898856082,17.18
"338","01/01/2020","22:20",3240.25,3240.25,3240,3240.25,75,8,0.25,0.114026375399164,11.403
"339","01/01/2020","22:25",3240.25,3240.25,3239.75,3239.75,66,192,0.5,0.171795898856082,17.18
"340","01/01/2020","22:30",3239.75,3240.25,3239.75,3240,44,35,0.5,0.171795898856082,17.18
"341","01/01/2020","22:35",3240.25,3240.5,3240,3240.25,149,14,0.5,0.171795898856082,17.18
"342","01/01/2020","22:40",3240.25,3240.5,3240.25,3240.25,104,16,0.25,0.114026375399164,11.403
"343","01/01/2020","22:45",3240.5,3240.5,3240,3240.25,79,42,0.5,0.171795898856082,17.18
"344","01/01/2020","22:50",3240.25,3240.25,3240,3240,32,69,0.25,0.114026375399164,11.403
"345","01/01/2020","22:55",3240.25,3240.25,3239.5,3239.75,52,174,0.75,0.245476352411975,24.548
"346","01/01/2020","23:00",3239.75,3240,3239.75,3240,58,99,0.25,0.114026375399164,11.403
"347","01/01/2020","23:05",3239.75,3240,3239.5,3239.75,104,160,0.5,0.171795898856082,17.18
"348","01/01/2020","23:10",3239.75,3239.75,3239.25,3239.25,42,346,0.5,0.171795898856082,17.18
"349","01/01/2020","23:15",3239.5,3239.75,3239.25,3239.25,112,90,0.5,0.171795898856082,17.18
"350","01/01/2020","23:20",3239.25,3239.75,3239,3239.25,92,353,0.75,0.245476352411975,24.548
"351","01/01/2020","23:25",3239.25,3239.25,3239,3239.25,58,132,0.25,0.114026375399164,11.403
"352","01/01/2020","23:30",3239,3239,3238.75,3238.75,30,112,0.5,0.171795898856082,17.18
"353","01/01/2020","23:35",3238.75,3239,3238.5,3238.75,380,66,0.5,0.171795898856082,17.18
"354","01/01/2020","23:40",3238.75,3239.5,3238.75,3239.5,123,5,0.75,0.245476352411975,24.548
"355","01/01/2020","23:45",3239.5,3239.75,3239.25,3239.5,87,146,0.5,0.171795898856082,17.18
"356","01/01/2020","23:50",3239.5,3239.75,3239.25,3239.5,45,205,0.5,0.171795898856082,17.18
"357","01/01/2020","23:55",3239.5,3240,3239.5,3239.75,172,147,0.5,0.171795898856082,17.18
"358","01/02/2020","00:00",3239.75,3240.25,3239.5,3240.25,185,49,0.75,0.245476352411975,24.548
"359","01/02/2020","00:05",3240.25,3240.5,3239.75,3239.75,104,295,0.75,0.245476352411975,24.548
"360","01/02/2020","00:10",3239.75,3240.25,3239.75,3239.75,52,69,0.5,0.171795898856082,17.18
"361","01/02/2020","00:15",3239.75,3240,3239.25,3239.5,52,234,0.75,0.245476352411975,24.548
"362","01/02/2020","00:20",3239.25,3240,3239.25,3240,77,2,0.75,0.245476352411975,24.548
"363","01/02/2020","00:25",3240,3240,3239.5,3240,87,75,0.5,0.171795898856082,17.18
"364","01/02/2020","00:30",3240.25,3240.25,3239.5,3239.5,7,161,0.75,0.245476352411975,24.548
"365","01/02/2020","00:35",3239.75,3239.75,3239.5,3239.75,136,66,0.25,0.114026375399164,11.403
"366","01/02/2020","00:40",3239.5,3239.75,3239.25,3239.75,68,148,0.5,0.171795898856082,17.18
"367","01/02/2020","00:45",3239.75,3239.75,3239.5,3239.5,137,28,0.25,0.114026375399164,11.403
"368","01/02/2020","00:50",3239.5,3239.75,3239.5,3239.5,31,85,0.25,0.114026375399164,11.403
"369","01/02/2020","00:55",3239.5,3240.5,3239.5,3240.5,196,2,1,0.3334172721875,33.342
"370","01/02/2020","01:00",3240.25,3240.5,3240,3240,254,189,0.5,0.171795898856082,17.18
"371","01/02/2020","01:05",3240.25,3241.5,3240,3240.5,908,762,1.5,0.534306256438473,53.431
"372","01/02/2020","01:10",3240.5,3241,3240.25,3240.75,522,149,0.75,0.245476352411975,24.548
"373","01/02/2020","01:15",3241,3241,3240.5,3241,503,452,0.5,0.171795898856082,17.18
"374","01/02/2020","01:20",3241,3242.75,3241,3242.5,1147,467,1.75,0.634726189522012,63.473
"375","01/02/2020","01:25",3242.25,3242.75,3242.25,3242.5,548,636,0.5,0.171795898856082,17.18
"376","01/02/2020","01:30",3242.75,3242.75,3242.25,3242.25,46,409,0.5,0.171795898856082,17.18
"377","01/02/2020","01:35",3242.25,3242.75,3242,3242.5,355,420,0.75,0.245476352411975,24.548
"378","01/02/2020","01:40",3242.5,3243,3242.5,3242.75,256,279,0.5,0.171795898856082,17.18
"379","01/02/2020","01:45",3242.75,3242.75,3242.25,3242.75,117,294,0.5,0.171795898856082,17.18
"380","01/02/2020","01:50",3242.75,3243.5,3242.75,3243.25,632,124,0.75,0.245476352411975,24.548
"381","01/02/2020","01:55",3243.5,3243.5,3242.75,3242.75,269,397,0.75,0.245476352411975,24.548
"382","01/02/2020","02:00",3243,3243,3242.5,3243,301,433,0.5,0.171795898856082,17.18
"383","01/02/2020","02:05",3243,3243.75,3242.25,3243.25,1636,1242,1.5,0.534306256438473,53.431
"384","01/02/2020","02:10",3243.25,3244,3243,3243.5,1916,809,1,0.3334172721875,33.342
"385","01/02/2020","02:15",3243.5,3245,3243.5,3244.5,1973,1289,1.5,0.534306256438473,53.431
"386","01/02/2020","02:20",3244.25,3244.5,3244,3244.25,967,962,0.5,0.171795898856082,17.18
"387","01/02/2020","02:25",3244.5,3244.75,3243.25,3243.5,1093,975,1.5,0.534306256438473,53.431
"388","01/02/2020","02:30",3243.5,3243.75,3242.75,3243,854,778,1,0.3334172721875,33.342
"389","01/02/2020","02:35",3243,3243.75,3243,3243.25,519,618,0.75,0.245476352411975,24.548
"390","01/02/2020","02:40",3243,3244,3243,3243.5,1285,488,1,0.3334172721875,33.342
"391","01/02/2020","02:45",3243.5,3244.25,3242.75,3243.25,910,878,1.5,0.534306256438473,53.431
"392","01/02/2020","02:50",3243.25,3243.5,3242.5,3243,879,590,1,0.3334172721875,33.342
"393","01/02/2020","02:55",3243.25,3248,3243.25,3246.75,5513,2423,5,0.999893160276226,99.989
"394","01/02/2020","03:00",3246.75,3248,3246,3247.25,1820,1411,2,0.726644208426555,72.664
"395","01/02/2020","03:05",3247.25,3248.25,3247,3248,2284,1036,1.25,0.431640706206414,43.164
"396","01/02/2020","03:10",3248,3249,3247.75,3248.25,2004,1290,1.25,0.431640706206414,43.164
"397","01/02/2020","03:15",3248.5,3249,3248,3249,798,1161,1,0.3334172721875,33.342
"398","01/02/2020","03:20",3249,3249.25,3248.25,3248.5,991,694,1,0.3334172721875,33.342
"399","01/02/2020","03:25",3248.5,3249,3248.5,3248.5,741,399,0.5,0.171795898856082,17.18
"400","01/02/2020","03:30",3248.5,3249,3248.5,3248.5,479,195,0.5,0.171795898856082,17.18
"401","01/02/2020","03:35",3248.5,3248.5,3247.75,3248.5,1252,602,0.75,0.245476352411975,24.548
"402","01/02/2020","03:40",3248.75,3249,3248.25,3248.75,1134,1013,0.75,0.245476352411975,24.548
"403","01/02/2020","03:45",3248.75,3249.75,3247.5,3248,1559,1162,2.25,0.805379026390572,80.538
"404","01/02/2020","03:50",3248,3248.75,3247.75,3248.75,1064,259,1,0.3334172721875,33.342
"405","01/02/2020","03:55",3248.5,3249.25,3248.5,3249,689,299,0.75,0.245476352411975,24.548
"406","01/02/2020","04:00",3249.25,3249.5,3249,3249.25,548,173,0.5,0.171795898856082,17.18
"407","01/02/2020","04:05",3249.25,3249.75,3249,3249.75,1126,743,0.75,0.245476352411975,24.548
"408","01/02/2020","04:10",3249.5,3249.75,3249,3249,677,616,0.75,0.245476352411975,24.548
"409","01/02/2020","04:15",3249,3249.5,3249,3249.25,232,725,0.5,0.171795898856082,17.18
"410","01/02/2020","04:20",3249.25,3250,3248.75,3249.5,782,401,1.25,0.431640706206414,43.164
"411","01/02/2020","04:25",3249.5,3250.25,3249.25,3249.75,701,254,1,0.3334172721875,33.342
"412","01/02/2020","04:30",3250,3250.5,3249.5,3250.25,752,255,1,0.3334172721875,33.342
"413","01/02/2020","04:35",3250.25,3250.5,3250,3250.25,472,458,0.5,0.171795898856082,17.18
"414","01/02/2020","04:40",3250.5,3250.5,3250,3250.25,239,416,0.5,0.171795898856082,17.18
"415","01/02/2020","04:45",3250.25,3250.75,3250,3250.75,1049,830,0.75,0.245476352411975,24.548
"416","01/02/2020","04:50",3250.75,3251,3250.5,3251,538,524,0.5,0.171795898856082,17.18
"417","01/02/2020","04:55",3251,3251,3250,3250.5,389,402,1,0.3334172721875,33.342
"418","01/02/2020","05:00",3250.25,3250.75,3250,3250,639,251,0.75,0.245476352411975,24.548
"419","01/02/2020","05:05",3250,3250.5,3249.5,3249.75,385,1002,1,0.3334172721875,33.342
"420","01/02/2020","05:10",3249.5,3250,3249.5,3249.5,291,370,0.5,0.171795898856082,17.18
"421","01/02/2020","05:15",3249.5,3249.75,3249.25,3249.25,24,678,0.5,0.171795898856082,17.18
"422","01/02/2020","05:20",3249.25,3249.5,3248.5,3248.5,151,983,1,0.3334172721875,33.342
"423","01/02/2020","05:25",3248.5,3248.75,3248.25,3248.75,473,689,0.5,0.171795898856082,17.18
"424","01/02/2020","05:30",3248.5,3248.75,3248.5,3248.75,189,658,0.25,0.114026375399164,11.403
"425","01/02/2020","05:35",3248.5,3248.5,3247.5,3247.75,353,483,1.25,0.431640706206414,43.164
"426","01/02/2020","05:40",3247.75,3248.5,3247.75,3248,264,696,0.75,0.245476352411975,24.548
"427","01/02/2020","05:45",3248,3248.5,3247.75,3247.75,374,472,0.75,0.245476352411975,24.548
"428","01/02/2020","05:50",3247.75,3248,3247.25,3247.75,245,777,0.75,0.245476352411975,24.548
"429","01/02/2020","05:55",3247.75,3248,3247.5,3248,394,318,0.5,0.171795898856082,17.18
"430","01/02/2020","06:00",3248,3248.25,3247.25,3247.5,786,561,1,0.3334172721875,33.342
"431","01/02/2020","06:05",3247.5,3248.25,3247.25,3247.75,687,411,1,0.3334172721875,33.342
"432","01/02/2020","06:10",3247.75,3248,3247.5,3248,377,554,0.5,0.171795898856082,17.18
"433","01/02/2020","06:15",3247.75,3248.25,3247.25,3247.5,201,722,1,0.3334172721875,33.342
"434","01/02/2020","06:20",3247.5,3248.25,3247.5,3248,597,106,0.75,0.245476352411975,24.548
"435","01/02/2020","06:25",3248.25,3249,3248.25,3248.75,1005,574,1,0.3334172721875,33.342
"436","01/02/2020","06:30",3248.75,3249,3248.75,3249,429,86,0.25,0.114026375399164,11.403
"437","01/02/2020","06:35",3249,3249.5,3248.75,3249.5,546,344,0.75,0.245476352411975,24.548
"438","01/02/2020","06:40",3249.5,3249.5,3249,3249.25,180,520,0.5,0.171795898856082,17.18
"439","01/02/2020","06:45",3249.25,3249.5,3248.5,3249,927,745,1,0.3334172721875,33.342
"440","01/02/2020","06:50",3249,3249.25,3248.75,3249,70,244,0.5,0.171795898856082,17.18
"441","01/02/2020","06:55",3248.75,3249.25,3248.75,3249,545,260,0.5,0.171795898856082,17.18
"442","01/02/2020","07:00",3249.25,3249.5,3248.75,3249.5,1342,502,0.75,0.245476352411975,24.548
"443","01/02/2020","07:05",3249.25,3249.75,3249.25,3249.5,465,618,0.5,0.171795898856082,17.18
"444","01/02/2020","07:10",3249.75,3250.25,3249.5,3250.25,2009,736,0.75,0.245476352411975,24.548
"445","01/02/2020","07:15",3250.25,3250.5,3249.5,3250,876,963,1,0.3334172721875,33.342
"446","01/02/2020","07:20",3250,3250,3249.5,3249.75,174,813,0.5,0.171795898856082,17.18
"447","01/02/2020","07:25",3249.5,3250.25,3249.5,3250.25,1079,296,0.75,0.245476352411975,24.548
"448","01/02/2020","07:30",3250.25,3250.25,3249.5,3249.75,307,485,0.75,0.245476352411975,24.548
"449","01/02/2020","07:35",3249.75,3250.5,3249.5,3250.5,751,408,1,0.3334172721875,33.342
"450","01/02/2020","07:40",3250.5,3250.5,3249.5,3250,605,581,1,0.3334172721875,33.342
"451","01/02/2020","07:45",3250.25,3251.5,3249.75,3251.5,2189,678,1.75,0.634726189522012,63.473
"452","01/02/2020","07:50",3251.5,3251.75,3250.75,3251,1001,1001,1,0.3334172721875,33.342
"453","01/02/2020","07:55",3251,3251.75,3250.75,3251.75,1115,495,1,0.3334172721875,33.342
"454","01/02/2020","08:00",3251.75,3251.75,3251,3251,422,944,0.75,0.245476352411975,24.548
"455","01/02/2020","08:05",3251.25,3251.5,3249.75,3250,920,1904,1.75,0.634726189522012,63.473
"456","01/02/2020","08:10",3250,3250,3248.5,3248.75,858,2601,1.5,0.534306256438473,53.431
"457","01/02/2020","08:15",3248.75,3249.25,3248.25,3248.5,687,1323,1,0.3334172721875,33.342
"458","01/02/2020","08:20",3248.25,3249.75,3248.25,3249,854,1511,1.5,0.534306256438473,53.431
"459","01/02/2020","08:25",3249,3249.25,3247.75,3248.5,1829,1699,1.5,0.534306256438473,53.431
"460","01/02/2020","08:30",3248.5,3248.5,3245.5,3246.5,4009,5553,3,0.949068331360949,94.907
"461","01/02/2020","08:35",3246.5,3249.5,3245,3247.5,28849,23279,4.5,0.999277913278848,99.928
"462","01/02/2020","08:40",3247.5,3250.75,3247,3249.25,21902,17649,3.75,0.992040779680071,99.204
"463","01/02/2020","08:45",3249.25,3250.75,3248.5,3249.5,13000,15244,2.25,0.805379026390572,80.538
"464","01/02/2020","08:50",3249.5,3251,3247.75,3248,14307,16497,3.25,0.970899731323256,97.09
"465","01/02/2020","08:55",3248,3249.25,3246.25,3246.75,12649,12717,3,0.949068331360949,94.907
"466","01/02/2020","09:00",3246.75,3250,3246.25,3249.5,12281,11108,3.75,0.992040779680071,99.204
"467","01/02/2020","09:05",3249.5,3249.75,3245.25,3246.25,11669,13436,4.5,0.999277913278848,99.928
"468","01/02/2020","09:10",3246.25,3246.75,3245.5,3246.25,6107,6943,1.25,0.431640706206414,43.164
"469","01/02/2020","09:15",3246.5,3247,3241.5,3241.75,12077,16389,5.5,0.999987723253043,99.999
"470","01/02/2020","09:20",3241.75,3241.75,3237.5,3239.75,22851,21445,4.25,0.998290822737504,99.829
"471","01/02/2020","09:25",3239.5,3240,3236.5,3238.5,14681,15403,3.5,0.984320305217463,98.432
"472","01/02/2020","09:30",3238.5,3240.5,3237,3240.25,16356,11120,3.5,0.984320305217463,98.432
"473","01/02/2020","09:35",3240.5,3240.75,3237.75,3240,11208,8802,3,0.949068331360949,94.907
"474","01/02/2020","09:40",3240,3240,3236.75,3237.75,6205,7943,3.25,0.970899731323256,97.09
"475","01/02/2020","09:45",3238,3239.5,3237,3239,7175,6059,2.5,0.868491947061074,86.849
"476","01/02/2020","09:50",3239,3240.25,3236.75,3238.5,9502,6631,3.5,0.984320305217463,98.432
"477","01/02/2020","09:55",3238.5,3240,3237.5,3240,6094,5549,2.5,0.868491947061074,86.849
"478","01/02/2020","10:00",3239.75,3243.5,3239.5,3243,12194,6233,4,0.996197011052638,99.62
"479","01/02/2020","10:05",3242.75,3243.75,3242.25,3242.25,5535,4467,1.5,0.534306256438473,53.431
"480","01/02/2020","10:10",3242.25,3243.75,3241.75,3243.25,4378,4760,2,0.726644208426555,72.664
"481","01/02/2020","10:15",3243.25,3243.75,3242.75,3243.75,4374,3367,1,0.3334172721875,33.342
"482","01/02/2020","10:20",3243.75,3243.75,3241.25,3241.75,4522,5125,2.5,0.868491947061074,86.849
"483","01/02/2020","10:25",3241.5,3243.5,3241.5,3243.5,4590,3482,2,0.726644208426555,72.664
"484","01/02/2020","10:30",3243.5,3243.5,3241.5,3242,3345,3986,2,0.726644208426555,72.664
"485","01/02/2020","10:35",3242,3242,3236.75,3237.5,7202,11175,5.25,0.999962614056758,99.996
"486","01/02/2020","10:40",3237.5,3239.25,3235.5,3239,12140,9121,3.75,0.992040779680071,99.204
"487","01/02/2020","10:45",3238.75,3239.75,3237.75,3239.5,6094,6692,2,0.726644208426555,72.664
"488","01/02/2020","10:50",3239.5,3240.25,3238.75,3240,5764,4093,1.5,0.534306256438473,53.431
"489","01/02/2020","10:55",3240,3241.25,3239.75,3241,4701,4396,1.5,0.534306256438473,53.431
"490","01/02/2020","11:00",3241,3241.25,3239.75,3240.75,2995,4178,1.5,0.534306256438473,53.431
"491","01/02/2020","11:05",3241,3241,3239.5,3240.75,4047,4243,1.5,0.534306256438473,53.431
"492","01/02/2020","11:10",3241,3241.75,3240.25,3241.75,4494,3172,1.5,0.534306256438473,53.431
"493","01/02/2020","11:15",3241.75,3241.75,3240.75,3240.75,2146,2163,1,0.3334172721875,33.342
"494","01/02/2020","11:20",3241,3242.5,3240.5,3242.5,3913,4030,2,0.726644208426555,72.664
"495","01/02/2020","11:25",3242.5,3243,3241.75,3242.5,4419,5039,1.25,0.431640706206414,43.164
"496","01/02/2020","11:30",3242.5,3243.25,3241.5,3241.75,1904,4051,1.75,0.634726189522012,63.473
"497","01/02/2020","11:35",3241.75,3242.75,3241.5,3241.75,3553,3652,1.25,0.431640706206414,43.164
"498","01/02/2020","11:40",3242,3243.75,3241.75,3243.75,3827,2198,2,0.726644208426555,72.664
"499","01/02/2020","11:45",3243.75,3244.75,3243.25,3244,5336,5767,1.5,0.534306256438473,53.431
"500","01/02/2020","11:50",3244,3244.25,3243.25,3243.75,3426,3011,1,0.3334172721875,33.342
"501","01/02/2020","11:55",3243.75,3244,3243,3243.75,2265,1808,1,0.3334172721875,33.342
"502","01/02/2020","12:00",3244,3244,3243.5,3243.75,2071,1217,0.5,0.171795898856082,17.18
"503","01/02/2020","12:05",3244,3244,3241.75,3242.25,2785,4564,2.25,0.805379026390572,80.538
"504","01/02/2020","12:10",3242.5,3242.5,3241.25,3241.5,2572,2371,1.25,0.431640706206414,43.164
"505","01/02/2020","12:15",3241.5,3241.75,3240.75,3241,2195,2622,1,0.3334172721875,33.342
"506","01/02/2020","12:20",3241,3241.25,3240.5,3240.75,3339,2748,0.75,0.245476352411975,24.548
"507","01/02/2020","12:25",3240.75,3241.75,3240.25,3241.75,3148,2168,1.5,0.534306256438473,53.431
"508","01/02/2020","12:30",3241.75,3241.75,3240.5,3241,1235,3721,1.25,0.431640706206414,43.164
"509","01/02/2020","12:35",3241.25,3241.5,3240.25,3240.5,2163,3671,1.25,0.431640706206414,43.164
"510","01/02/2020","12:40",3240.75,3241,3240,3241,2932,2592,1,0.3334172721875,33.342
"511","01/02/2020","12:45",3240.75,3241,3239.75,3240.5,2894,2992,1.25,0.431640706206414,43.164
"512","01/02/2020","12:50",3240.5,3242.25,3240.5,3241.75,5615,2676,1.75,0.634726189522012,63.473
"513","01/02/2020","12:55",3241.75,3242,3240.25,3240.5,1601,3334,1.75,0.634726189522012,63.473
"514","01/02/2020","13:00",3240.5,3242,3240.5,3242,4372,1000,1.5,0.534306256438473,53.431
"515","01/02/2020","13:05",3242,3243,3241.5,3242.75,2862,2107,1.5,0.534306256438473,53.431
"516","01/02/2020","13:10",3242.75,3243.25,3242.25,3242.75,1874,2760,1,0.3334172721875,33.342
