"","Date","Time","Open","High","Low","Close","Vol","OI","FastAvg","SlowAvg","ADX","TrigLevel","DateTime"
"28","12/29/2019","19:20",3241.75,3242,3241.25,3241.75,299,250,3241.33,3241.32,25.93,20,"12/29/2019 19:20"
"29","12/29/2019","19:25",3241.75,3242.25,3241.5,3241.5,210,170,3241.42,3241.32,25.81,20,"12/29/2019 19:25"
"30","12/29/2019","19:30",3241.5,3241.75,3241.5,3241.75,116,165,3241.42,3241.38,25.7,20,"12/29/2019 19:30"
"31","12/29/2019","19:35",3241.75,3242.25,3241.5,3242,134,254,3241.53,3241.38,26.29,20,"12/29/2019 19:35"
"32","12/29/2019","19:40",3241.75,3242.25,3241.75,3241.75,263,144,3241.64,3241.47,26.83,20,"12/29/2019 19:40"
"33","12/29/2019","19:45",3241.75,3242.75,3241.5,3242.5,384,357,3241.78,3241.54,27.95,20,"12/29/2019 19:45"
"34","12/29/2019","19:50",3242.5,3243,3242.25,3242.75,366,107,3241.92,3241.63,29.25,20,"12/29/2019 19:50"
"35","12/29/2019","19:55",3243,3243.25,3242.75,3243,265,192,3242.06,3241.69,30.71,20,"12/29/2019 19:55"
"36","12/29/2019","20:00",3242.75,3243.5,3242.75,3243.25,235,148,3242.25,3241.76,32.3,20,"12/29/2019 20:00"
"37","12/29/2019","20:05",3243.25,3243.5,3242.75,3242.75,123,375,3242.36,3241.85,33.77,20,"12/29/2019 20:05"
"38","12/29/2019","20:10",3243,3243.25,3242.75,3243,45,56,3242.53,3241.97,35.14,20,"12/29/2019 20:10"
