"","Date","Time","Open","High","Low","Close","Vol","OI","FastAvg","SlowAvg","ADX","TrigLevel","DateTime"
"39","12/29/2019","20:15",3243,3243.5,3242.75,3243.25,234,249,3242.69,3242.06,36.67,20,"12/29/2019 20:15"
"40","12/29/2019","20:20",3243,3243.25,3242.75,3242.75,17,300,3242.78,3242.15,38.09,20,"12/29/2019 20:20"
"41","12/29/2019","20:25",3243,3243.25,3242.75,3242.75,65,158,3242.89,3242.26,39.41,20,"12/29/2019 20:25"
"42","12/29/2019","20:30",3243,3243.25,3242.5,3243.25,208,108,3242.97,3242.38,39.66,20,"12/29/2019 20:30"
"43","12/29/2019","20:35",3243.25,3243.25,3242.75,3243,121,133,3243,3242.46,39.9,20,"12/29/2019 20:35"
"44","12/29/2019","20:40",3243,3243.25,3242.75,3243,203,146,3243,3242.53,40.12,20,"12/29/2019 20:40"
"45","12/29/2019","20:45",3243,3243.25,3243,3243,116,71,3242.97,3242.61,40.33,20,"12/29/2019 20:45"
"46","12/29/2019","20:50",3243.25,3243.25,3242.5,3242.75,52,308,3242.97,3242.67,38.59,20,"12/29/2019 20:50"
"47","12/29/2019","20:55",3242.75,3243.25,3242.75,3243,301,206,3242.97,3242.75,36.98,20,"12/29/2019 20:55"
"48","12/29/2019","21:00",3243,3243.25,3242.75,3243,150,60,3242.94,3242.82,35.48,20,"12/29/2019 21:00"
"49","12/29/2019","21:05",3243.25,3243.75,3243,3243.5,287,56,3243.03,3242.9,35.24,20,"12/29/2019 21:05"
"50","12/29/2019","21:10",3243.5,3243.5,3243.25,3243.5,192,85,3243.11,3243,35.01,20,"12/29/2019 21:10"
"51","12/29/2019","21:15",3243.5,3244,3243.25,3243.75,197,174,3243.17,3243.07,35.67,20,"12/29/2019 21:15"
"52","12/29/2019","21:20",3243.75,3244,3243.5,3244,199,13,3243.28,3243.14,36.29,20,"12/29/2019 21:20"
"53","12/29/2019","21:25",3244,3244,3243.5,3244,114,112,3243.39,3243.19,36.87,20,"12/29/2019 21:25"
"54","12/29/2019","21:30",3244,3244.25,3243.75,3244,313,81,3243.5,3243.24,37.81,20,"12/29/2019 21:30"
"55","12/29/2019","21:35",3244.25,3244.25,3243.75,3243.75,203,298,3243.61,3243.29,38.68,20,"12/29/2019 21:35"
"56","12/29/2019","21:40",3244,3244,3243.5,3243.5,52,124,3243.67,3243.32,38.36,20,"12/29/2019 21:40"
"57","12/29/2019","21:45",3243.5,3244,3243.5,3243.75,72,160,3243.75,3243.35,38.06,20,"12/29/2019 21:45"
"58","12/29/2019","21:50",3243.75,3244,3243.5,3243.75,165,59,3243.78,3243.4,37.78,20,"12/29/2019 21:50"
"59","12/29/2019","21:55",3244,3244,3243.5,3244,63,126,3243.83,3243.47,37.53,20,"12/29/2019 21:55"
"60","12/29/2019","22:00",3243.75,3244,3243.5,3243.75,172,25,3243.83,3243.5,37.29,20,"12/29/2019 22:00"
"61","12/29/2019","22:05",3243.5,3243.75,3243,3243.5,93,167,3243.78,3243.53,34.82,20,"12/29/2019 22:05"
"62","12/29/2019","22:10",3243.25,3243.5,3243,3243,12,333,3243.67,3243.53,32.54,20,"12/29/2019 22:10"
"63","12/29/2019","22:15",3243,3243.5,3243,3243.5,121,248,3243.61,3243.56,30.41,20,"12/29/2019 22:15"
"64","12/29/2019","22:20",3243.25,3243.5,3243.25,3243.5,9,70,3243.58,3243.6,28.44,20,"12/29/2019 22:20"
"65","12/29/2019","22:25",3243.25,3243.5,3243.25,3243.25,25,19,3243.56,3243.61,26.61,20,"12/29/2019 22:25"
"66","12/29/2019","22:30",3243.25,3243.75,3243.25,3243.5,184,118,3243.53,3243.64,25.91,20,"12/29/2019 22:30"
"67","12/29/2019","22:35",3243.5,3243.75,3243.5,3243.75,69,9,3243.53,3243.65,25.27,20,"12/29/2019 22:35"
"68","12/29/2019","22:40",3243.75,3244,3243.5,3243.75,160,131,3243.5,3243.67,25.52,20,"12/29/2019 22:40"
"69","12/29/2019","22:45",3243.75,3244,3243.75,3243.75,1,140,3243.5,3243.67,25.76,20,"12/29/2019 22:45"
"70","12/29/2019","22:50",3244,3244,3243.5,3243.75,59,150,3243.53,3243.65,24.66,20,"12/29/2019 22:50"
"71","12/29/2019","22:55",3243.75,3243.75,3243.5,3243.75,174,112,3243.61,3243.64,23.64,20,"12/29/2019 22:55"
"72","12/29/2019","23:00",3243.75,3243.75,3243.5,3243.75,13,12,3243.64,3243.63,22.7,20,"12/29/2019 23:00"
"73","12/29/2019","23:05",3243.75,3243.75,3243.5,3243.75,276,15,3243.67,3243.63,21.82,20,"12/29/2019 23:05"
"74","12/29/2019","23:10",3243.5,3244,3243.5,3243.5,140,41,3243.69,3243.63,22.04,20,"12/29/2019 23:10"
"75","12/29/2019","23:15",3243.75,3243.75,3243.5,3243.5,58,193,3243.69,3243.61,22.24,20,"12/29/2019 23:15"
"76","12/29/2019","23:20",3243.5,3243.5,3243,3243,11,172,3243.61,3243.57,21.3,20,"12/29/2019 23:20"
"77","12/29/2019","23:25",3243.25,3243.5,3243,3243.25,168,153,3243.56,3243.53,20.44,20,"12/29/2019 23:25"
"78","12/29/2019","23:30",3243.25,3243.5,3242.75,3242.75,74,212,3243.44,3243.47,20.51,20,"12/29/2019 23:30"
"79","12/29/2019","23:35",3243,3243,3242.5,3242.75,140,149,3243.33,3243.43,21.3,20,"12/29/2019 23:35"
"80","12/29/2019","23:40",3243,3243,3242,3242.25,62,472,3243.17,3243.39,23.09,20,"12/29/2019 23:40"
"81","12/29/2019","23:45",3242.25,3242.25,3242,3242.25,33,218,3243,3243.32,24.76,20,"12/29/2019 23:45"
"82","12/29/2019","23:50",3242.25,3242.25,3242,3242.25,108,91,3242.83,3243.25,26.3,20,"12/29/2019 23:50"
"83","12/29/2019","23:55",3242.25,3242.75,3242.25,3242.5,167,154,3242.72,3243.21,25.51,20,"12/29/2019 23:55"
"84","12/30/2019","00:00",3242.75,3243,3242.5,3242.5,191,200,3242.61,3243.15,23.93,20,"12/30/2019 00:00"
"85","12/30/2019","00:05",3242.5,3242.75,3241.75,3241.75,282,666,3242.47,3243.04,24.18,20,"12/30/2019 00:05"
"86","12/30/2019","00:10",3241.75,3242,3241.5,3241.75,71,376,3242.31,3242.93,24.84,20,"12/30/2019 00:10"
"87","12/30/2019","00:15",3242,3242.5,3241.75,3242.5,145,141,3242.28,3242.86,24.03,20,"12/30/2019 00:15"
"88","12/30/2019","00:20",3242.5,3242.75,3242.25,3242.5,119,39,3242.25,3242.79,22.66,20,"12/30/2019 00:20"
"89","12/30/2019","00:25",3242.5,3242.5,3242.25,3242.25,110,38,3242.25,3242.71,21.39,20,"12/30/2019 00:25"
"90","12/30/2019","00:30",3242.5,3242.75,3242.25,3242.5,132,87,3242.28,3242.64,20.11,20,"12/30/2019 00:30"
"91","12/30/2019","00:35",3242.5,3242.5,3242,3242.5,86,99,3242.31,3242.57,19.01,20,"12/30/2019 00:35"
"92","12/30/2019","00:40",3242.25,3242.5,3242,3242,83,105,3242.25,3242.49,17.99,20,"12/30/2019 00:40"
"93","12/30/2019","00:45",3242.25,3242.25,3242,3242.25,26,112,3242.22,3242.42,17.04,20,"12/30/2019 00:45"
"94","12/30/2019","00:50",3242,3242,3241.75,3241.75,2,130,3242.22,3242.35,16.77,20,"12/30/2019 00:50"
"95","12/30/2019","00:55",3242,3242.25,3241.75,3242.25,111,34,3242.28,3242.29,15.81,20,"12/30/2019 00:55"
"96","12/30/2019","01:00",3242.25,3242.25,3241.75,3242,118,82,3242.22,3242.25,14.91,20,"12/30/2019 01:00"
"97","12/30/2019","01:05",3242,3242.75,3241.75,3242.75,324,310,3242.25,3242.25,14.87,20,"12/30/2019 01:05"
"98","12/30/2019","01:10",3242.75,3243,3242.5,3242.75,269,187,3242.31,3242.28,15.34,20,"12/30/2019 01:10"
"99","12/30/2019","01:15",3242.75,3243,3242.75,3242.75,200,79,3242.33,3242.31,15.78,20,"12/30/2019 01:15"
"100","12/30/2019","01:20",3242.75,3243,3242.25,3243,291,80,3242.39,3242.35,14.78,20,"12/30/2019 01:20"
"101","12/30/2019","01:25",3243,3243.25,3242.5,3242.5,149,123,3242.44,3242.35,14.41,20,"12/30/2019 01:25"
"102","12/30/2019","01:30",3242.75,3243,3242.5,3242.5,113,92,3242.47,3242.35,14.06,20,"12/30/2019 01:30"
"103","12/30/2019","01:35",3242.25,3242.5,3241.75,3242.25,450,479,3242.53,3242.38,14.09,20,"12/30/2019 01:35"
"104","12/30/2019","01:40",3242.25,3242.25,3241.75,3241.75,116,136,3242.47,3242.38,14.11,20,"12/30/2019 01:40"
"105","12/30/2019","01:45",3242,3242,3241,3241.5,124,542,3242.42,3242.32,15.37,20,"12/30/2019 01:45"
"106","12/30/2019","01:50",3241.5,3241.75,3241,3241,20,239,3242.22,3242.24,16.54,20,"12/30/2019 01:50"
"107","12/30/2019","01:55",3241.25,3241.5,3241,3241.25,91,242,3242.06,3242.18,17.63,20,"12/30/2019 01:55"
"108","12/30/2019","02:00",3241.25,3241.5,3241,3241.25,241,48,3241.89,3242.11,18.64,20,"12/30/2019 02:00"
"109","12/30/2019","02:05",3241.5,3243,3241.25,3242.75,1222,1019,3241.86,3242.13,18.36,20,"12/30/2019 02:05"
"110","12/30/2019","02:10",3242.5,3242.75,3241.75,3242,350,752,3241.81,3242.13,18.1,20,"12/30/2019 02:10"
"111","12/30/2019","02:15",3242,3242.25,3240.75,3242,1374,809,3241.75,3242.11,17.51,20,"12/30/2019 02:15"
"112","12/30/2019","02:20",3241.75,3242.75,3241.5,3242.75,812,376,3241.81,3242.17,16.37,20,"12/30/2019 02:20"
"113","12/30/2019","02:25",3242.5,3243.5,3242.25,3243.25,694,792,3241.97,3242.22,16.31,20,"12/30/2019 02:25"
"114","12/30/2019","02:30",3243.25,3244,3243,3243.5,760,761,3242.19,3242.31,16.82,20,"12/30/2019 02:30"
"115","12/30/2019","02:35",3243.75,3244.25,3243.5,3244,667,536,3242.53,3242.38,17.56,20,"12/30/2019 02:35"
"116","12/30/2019","02:40",3244,3244.25,3243,3243.25,475,761,3242.75,3242.4,17.4,20,"12/30/2019 02:40"
"117","12/30/2019","02:45",3243.25,3243.75,3242.75,3243.75,415,667,3243.03,3242.46,16.85,20,"12/30/2019 02:45"
"118","12/30/2019","02:50",3243.5,3244,3243.25,3243.75,501,213,3243.14,3242.5,16.66,20,"12/30/2019 02:50"
"119","12/30/2019","02:55",3243.75,3244,3243.25,3243.5,219,408,3243.31,3242.56,16.48,20,"12/30/2019 02:55"
"120","12/30/2019","03:00",3243.5,3244.25,3243.25,3243.5,878,325,3243.47,3242.61,16.65,20,"12/30/2019 03:00"
"121","12/30/2019","03:05",3243.5,3243.75,3242.75,3242.75,319,643,3243.47,3242.64,15.92,20,"12/30/2019 03:05"
"122","12/30/2019","03:10",3242.75,3243.25,3242.5,3242.75,401,217,3243.42,3242.69,14.84,20,"12/30/2019 03:10"
"123","12/30/2019","03:15",3242.75,3243,3241.25,3241.75,279,1000,3243.22,3242.71,15.32,20,"12/30/2019 03:15"
"124","12/30/2019","03:20",3241.75,3242.5,3241.25,3242.25,546,667,3243.03,3242.78,15.77,20,"12/30/2019 03:20"
"125","12/30/2019","03:25",3242.25,3243,3242,3242.5,270,424,3242.94,3242.85,15.37,20,"12/30/2019 03:25"
"126","12/30/2019","03:30",3242.5,3242.75,3242.25,3242.5,404,439,3242.81,3242.92,15,20,"12/30/2019 03:30"
"127","12/30/2019","03:35",3242.5,3243,3242.25,3242.25,375,516,3242.64,3242.89,14.25,20,"12/30/2019 03:35"
"128","12/30/2019","03:40",3242.25,3242.5,3241.5,3241.75,330,287,3242.44,3242.88,14.53,20,"12/30/2019 03:40"
"129","12/30/2019","03:45",3242,3242.25,3241.5,3241.75,245,254,3242.25,3242.86,14.79,20,"12/30/2019 03:45"
"130","12/30/2019","03:50",3242,3242,3241.5,3242,293,273,3242.17,3242.82,15.02,20,"12/30/2019 03:50"
"131","12/30/2019","03:55",3242,3242,3241,3241.25,177,224,3242,3242.71,15.86,20,"12/30/2019 03:55"
"132","12/30/2019","04:00",3241.5,3242,3241,3241.25,306,403,3241.94,3242.58,16.64,20,"12/30/2019 04:00"
"133","12/30/2019","04:05",3241.5,3241.75,3241.25,3241.25,308,692,3241.83,3242.43,17.37,20,"12/30/2019 04:05"
"134","12/30/2019","04:10",3241.5,3241.5,3240.75,3241,313,283,3241.67,3242.31,18.65,20,"12/30/2019 04:10"
"135","12/30/2019","04:15",3241.25,3241.25,3240.5,3240.5,14,368,3241.44,3242.13,20.12,20,"12/30/2019 04:15"
"136","12/30/2019","04:20",3240.5,3240.75,3240,3240.75,204,347,3241.28,3241.96,21.97,20,"12/30/2019 04:20"
"137","12/30/2019","04:25",3240.75,3240.75,3240.25,3240.75,429,257,3241.17,3241.81,23.69,20,"12/30/2019 04:25"
"138","12/30/2019","04:30",3240.75,3241,3240.5,3241,167,60,3241.08,3241.67,24.65,20,"12/30/2019 04:30"
"139","12/30/2019","04:35",3240.75,3240.75,3240.25,3240.25,4,370,3240.89,3241.53,25.81,20,"12/30/2019 04:35"
"140","12/30/2019","04:40",3240.25,3240.5,3238.25,3239.5,701,1093,3240.69,3241.35,28.37,20,"12/30/2019 04:40"
"141","12/30/2019","04:45",3239.5,3239.75,3239.25,3239.75,228,380,3240.53,3241.24,30.74,20,"12/30/2019 04:45"
"142","12/30/2019","04:50",3239.75,3240.25,3239.5,3239.75,276,260,3240.36,3241.1,31.88,20,"12/30/2019 04:50"
"143","12/30/2019","04:55",3239.75,3240.75,3239.5,3239.5,384,510,3240.19,3240.93,32,20,"12/30/2019 04:55"
"144","12/30/2019","05:00",3239.75,3240,3239.25,3239.25,241,543,3240.06,3240.75,32.32,20,"12/30/2019 05:00"
"145","12/30/2019","05:05",3239.25,3239.25,3237,3237.5,759,1834,3239.69,3240.49,34.03,20,"12/30/2019 05:05"
"146","12/30/2019","05:10",3237.5,3238.5,3237.5,3238,655,117,3239.39,3240.28,35.61,20,"12/30/2019 05:10"
"147","12/30/2019","05:15",3238.25,3238.5,3237.75,3238,265,199,3239.06,3240.07,37.08,20,"12/30/2019 05:15"
"148","12/30/2019","05:20",3237.75,3238.25,3236.5,3237.5,552,863,3238.75,3239.82,39,20,"12/30/2019 05:20"
"149","12/30/2019","05:25",3237.25,3237.5,3237,3237.25,270,325,3238.5,3239.6,40.78,20,"12/30/2019 05:25"
"150","12/30/2019","05:30",3237.25,3238,3237.25,3237.5,439,115,3238.25,3239.39,41.55,20,"12/30/2019 05:30"
"151","12/30/2019","05:35",3237.25,3238.25,3237.25,3238,454,37,3238.06,3239.21,41.84,20,"12/30/2019 05:35"
"152","12/30/2019","05:40",3238.25,3238.75,3238,3238.5,497,305,3237.94,3239.07,41.3,20,"12/30/2019 05:40"
"153","12/30/2019","05:45",3238.25,3239,3238.25,3238.5,409,322,3237.86,3238.96,40.41,20,"12/30/2019 05:45"
"154","12/30/2019","05:50",3238.5,3239,3238.25,3238.75,222,185,3238,3238.85,39.58,20,"12/30/2019 05:50"
"155","12/30/2019","05:55",3238.75,3239,3238.25,3238.5,400,486,3238.06,3238.72,38.82,20,"12/30/2019 05:55"
"156","12/30/2019","06:00",3238.5,3239.25,3238.5,3239.25,440,568,3238.19,3238.63,37.66,20,"12/30/2019 06:00"
"157","12/30/2019","06:05",3239,3239.75,3239,3239.75,465,323,3238.44,3238.6,35.77,20,"12/30/2019 06:05"
"158","12/30/2019","06:10",3239.75,3240.25,3239.25,3240,803,119,3238.75,3238.63,33.29,20,"12/30/2019 06:10"
"159","12/30/2019","06:15",3239.75,3240.25,3239.75,3239.75,115,526,3239,3238.63,30.99,20,"12/30/2019 06:15"
"160","12/30/2019","06:20",3239.75,3240.25,3239.75,3240,403,259,3239.22,3238.64,28.85,20,"12/30/2019 06:20"
"161","12/30/2019","06:25",3240.25,3240.5,3240,3240,305,420,3239.39,3238.67,27.11,20,"12/30/2019 06:25"
"162","12/30/2019","06:30",3240,3240.5,3239.75,3240.25,763,294,3239.58,3238.72,25.27,20,"12/30/2019 06:30"
"163","12/30/2019","06:35",3240,3240.5,3240,3240.5,316,113,3239.78,3238.89,23.56,20,"12/30/2019 06:35"
"164","12/30/2019","06:40",3240.25,3241,3240.25,3240.5,554,79,3240,3239.03,22.6,20,"12/30/2019 06:40"
"165","12/30/2019","06:45",3240.5,3241,3240.5,3240.75,240,232,3240.17,3239.18,21.71,20,"12/30/2019 06:45"
"166","12/30/2019","06:50",3240.75,3240.75,3240,3240,156,217,3240.19,3239.32,20.34,20,"12/30/2019 06:50"
"167","12/30/2019","06:55",3240,3240.5,3240,3240.5,196,126,3240.25,3239.5,19.08,20,"12/30/2019 06:55"
"168","12/30/2019","07:00",3240.25,3240.25,3239.25,3239.25,148,467,3240.19,3239.6,19.07,20,"12/30/2019 07:00"
"169","12/30/2019","07:05",3239.5,3240,3239,3239.25,923,834,3240.11,3239.67,19.4,20,"12/30/2019 07:05"
"170","12/30/2019","07:10",3239.5,3240,3238.75,3240,758,256,3240.11,3239.75,20.01,20,"12/30/2019 07:10"
"171","12/30/2019","07:15",3240,3241,3240,3241,1099,228,3240.19,3239.89,18.76,20,"12/30/2019 07:15"
"172","12/30/2019","07:20",3241,3241,3240.25,3241,640,291,3240.25,3240.01,17.6,20,"12/30/2019 07:20"
"173","12/30/2019","07:25",3241,3241.25,3240.5,3240.75,845,315,3240.28,3240.14,16.56,20,"12/30/2019 07:25"
"174","12/30/2019","07:30",3241,3241.25,3240.5,3240.5,1079,980,3240.25,3240.21,15.6,20,"12/30/2019 07:30"
"175","12/30/2019","07:35",3240.5,3241,3240,3240.5,583,904,3240.31,3240.25,15.09,20,"12/30/2019 07:35"
"176","12/30/2019","07:40",3240.75,3241.5,3240.5,3241,1199,927,3240.36,3240.31,14.24,20,"12/30/2019 07:40"
"177","12/30/2019","07:45",3241.25,3241.5,3240.75,3241.5,598,336,3240.61,3240.4,13.45,20,"12/30/2019 07:45"
"178","12/30/2019","07:50",3241.5,3242,3241,3242,566,498,3240.92,3240.51,13.49,20,"12/30/2019 07:50"
"179","12/30/2019","07:55",3242,3242.5,3241.75,3242.25,728,635,3241.17,3240.64,14.18,20,"12/30/2019 07:55"
"180","12/30/2019","08:00",3242.25,3242.5,3241.75,3242,300,315,3241.28,3240.74,14.82,20,"12/30/2019 08:00"
"181","12/30/2019","08:05",3242.25,3242.25,3241.25,3242.25,630,1080,3241.42,3240.83,14.45,20,"12/30/2019 08:05"
"182","12/30/2019","08:10",3242.25,3243.5,3242,3243,2243,1587,3241.67,3240.97,15.58,20,"12/30/2019 08:10"
"183","12/30/2019","08:15",3243.25,3243.5,3243,3243.25,925,592,3241.97,3241.11,16.63,20,"12/30/2019 08:15"
"184","12/30/2019","08:20",3243.25,3243.5,3242.75,3243,792,657,3242.25,3241.28,17.14,20,"12/30/2019 08:20"
"185","12/30/2019","08:25",3243,3243.25,3242.5,3242.5,323,1013,3242.42,3241.39,17.15,20,"12/30/2019 08:25"
"186","12/30/2019","08:30",3242.75,3242.75,3241.5,3241.75,1037,1432,3242.44,3241.53,16.21,20,"12/30/2019 08:30"
"187","12/30/2019","08:35",3241.5,3243,3236.25,3236.5,18905,19964,3241.83,3241.38,18.81,20,"12/30/2019 08:35"
"188","12/30/2019","08:40",3236.25,3236.25,3229.25,3230.5,19135,24205,3240.53,3240.85,22.65,20,"12/30/2019 08:40"
"189","12/30/2019","08:45",3230.5,3231.25,3227.5,3227.5,9568,12444,3238.92,3240.1,26.42,20,"12/30/2019 08:45"
"190","12/30/2019","08:50",3227.25,3229,3225.75,3226,14244,14712,3237.11,3239.26,30.09,20,"12/30/2019 08:50"
"191","12/30/2019","08:55",3225.75,3228.75,3224.75,3228.75,14572,15204,3235.53,3238.6,33.59,20,"12/30/2019 08:55"
"192","12/30/2019","09:00",3228.5,3229.5,3225.25,3226.5,8261,10997,3233.67,3237.82,36.27,20,"12/30/2019 09:00"
"193","12/30/2019","09:05",3226.75,3228.25,3225.75,3225.75,8401,8841,3231.75,3237,38.76,20,"12/30/2019 09:05"
"194","12/30/2019","09:10",3225.75,3228,3225.5,3227,9094,5992,3230.03,3236.22,41.11,20,"12/30/2019 09:10"
"195","12/30/2019","09:15",3226.75,3227.5,3219.5,3219.5,16798,25086,3227.56,3235,43.91,20,"12/30/2019 09:15"
"196","12/30/2019","09:20",3219.5,3221.5,3217.25,3220.25,19214,17233,3225.75,3233.79,46.65,20,"12/30/2019 09:20"
"197","12/30/2019","09:25",3220.25,3222.5,3219.25,3219.5,9314,11181,3224.53,3232.53,48.56,20,"12/30/2019 09:25"
"198","12/30/2019","09:30",3219.25,3220.75,3218,3220.75,10380,9000,3223.78,3231.35,50.45,20,"12/30/2019 09:30"
"199","12/30/2019","09:35",3220.75,3221,3218.5,3218.75,6635,7135,3222.97,3230.04,52.04,20,"12/30/2019 09:35"
"200","12/30/2019","09:40",3219,3222.5,3218.5,3222.25,9764,4613,3222.25,3228.89,52.54,20,"12/30/2019 09:40"
"201","12/30/2019","09:45",3222,3223.75,3221.25,3222.5,7312,7272,3221.81,3227.74,52.25,20,"12/30/2019 09:45"
"202","12/30/2019","09:50",3222.25,3223.5,3221.5,3221.75,4471,4537,3221.36,3226.56,51.98,20,"12/30/2019 09:50"
"203","12/30/2019","09:55",3221.5,3223.75,3220.5,3223.75,7300,3600,3221,3225.51,51.94,20,"12/30/2019 09:55"
"204","12/30/2019","10:00",3223.5,3224.25,3222,3224,6075,5825,3221.5,3224.53,51.58,20,"12/30/2019 10:00"
"205","12/30/2019","10:05",3224,3224.25,3220.5,3221.25,4851,5504,3221.61,3223.68,51.58,20,"12/30/2019 10:05"
"206","12/30/2019","10:10",3221.25,3222,3220,3220.5,6298,6563,3221.72,3223.13,51.69,20,"12/30/2019 10:10"
"207","12/30/2019","10:15",3220.5,3223.75,3220.5,3223.75,7197,3630,3222.06,3222.92,50.65,20,"12/30/2019 10:15"
"208","12/30/2019","10:20",3223.5,3225.25,3223.25,3224.75,5566,5489,3222.72,3222.85,48.82,20,"12/30/2019 10:20"
"209","12/30/2019","10:25",3224.75,3226.25,3224.25,3226.25,5542,5536,3223.17,3222.71,46.59,20,"12/30/2019 10:25"
"210","12/30/2019","10:30",3226.25,3226.25,3225,3225.75,5851,4233,3223.53,3222.67,44.51,20,"12/30/2019 10:30"
"211","12/30/2019","10:35",3225.75,3226,3223.25,3223.25,4821,6819,3223.69,3222.53,43.23,20,"12/30/2019 10:35"
"212","12/30/2019","10:40",3223.5,3225.25,3223.5,3225,3192,2012,3223.83,3222.42,42.03,20,"12/30/2019 10:40"
"213","12/30/2019","10:45",3225,3226.5,3224,3226.25,4939,4344,3224.08,3222.79,40.18,20,"12/30/2019 10:45"
"214","12/30/2019","10:50",3226.25,3227.5,3225.5,3227,4679,4158,3224.72,3223.17,37.91,20,"12/30/2019 10:50"
"215","12/30/2019","10:55",3227,3227.25,3226.25,3226.5,4090,3644,3225.39,3223.56,35.81,20,"12/30/2019 10:55"
"216","12/30/2019","11:00",3226.75,3227,3225.75,3226,2816,3801,3225.64,3223.85,34.09,20,"12/30/2019 11:00"
"217","12/30/2019","11:05",3226,3227.5,3225.75,3226.75,3569,2753,3225.86,3224.29,32.2,20,"12/30/2019 11:05"
"218","12/30/2019","11:10",3227,3228,3226.5,3228,4018,3012,3226.06,3224.61,30.14,20,"12/30/2019 11:10"
"219","12/30/2019","11:15",3228,3228.5,3227.75,3228,2300,4266,3226.31,3224.92,28.05,20,"12/30/2019 11:15"
"220","12/30/2019","11:20",3228,3229.25,3228,3228.5,3862,4224,3226.89,3225.29,26.54,20,"12/30/2019 11:20"
"221","12/30/2019","11:25",3228.5,3229,3227.75,3228,1824,3847,3227.22,3225.53,24.98,20,"12/30/2019 11:25"
"222","12/30/2019","11:30",3228,3230.5,3228,3230.25,6489,2898,3227.67,3225.88,24.37,20,"12/30/2019 11:30"
"223","12/30/2019","11:35",3230.25,3231.25,3230,3230.75,5059,3624,3228.08,3226.4,24.17,20,"12/30/2019 11:35"
"224","12/30/2019","11:40",3231,3231.5,3230.5,3231.25,3220,2233,3228.61,3227,24.11,20,"12/30/2019 11:40"
"225","12/30/2019","11:45",3231.25,3231.5,3230.25,3230.75,2756,3706,3229.14,3227.39,23.85,20,"12/30/2019 11:45"
"226","12/30/2019","11:50",3230.75,3231.5,3230.5,3231.25,2629,2125,3229.64,3227.75,23.61,20,"12/30/2019 11:50"
"227","12/30/2019","11:55",3231,3232,3231,3231,2659,2358,3229.97,3228.01,23.67,20,"12/30/2019 11:55"
"228","12/30/2019","12:00",3231,3232,3230,3230,1606,4503,3230.19,3228.25,22.86,20,"12/30/2019 12:00"
"229","12/30/2019","12:05",3229.75,3230.75,3228,3228.25,3536,6150,3230.17,3228.53,21.75,20,"12/30/2019 12:05"
"230","12/30/2019","12:10",3228.25,3229.5,3228.25,3228.25,3577,2950,3230.19,3228.71,20.72,20,"12/30/2019 12:10"
"231","12/30/2019","12:15",3228.5,3229.25,3228,3228.75,3725,2845,3230.03,3228.85,19.92,20,"12/30/2019 12:15"
"232","12/30/2019","12:20",3229,3229.75,3228,3228.5,4500,3355,3229.78,3228.93,18.79,20,"12/30/2019 12:20"
"233","12/30/2019","12:25",3228.5,3229,3227.75,3228.5,2342,2152,3229.47,3229.04,17.92,20,"12/30/2019 12:25"
"234","12/30/2019","12:30",3228.5,3228.75,3227,3227.25,1889,2834,3229.08,3229.11,17.64,20,"12/30/2019 12:30"
"235","12/30/2019","12:35",3227.25,3228,3227,3227,1585,1586,3228.61,3229.13,17.37,20,"12/30/2019 12:35"
"236","12/30/2019","12:40",3227,3228.25,3227,3228,2413,1798,3228.28,3229.13,16.89,20,"12/30/2019 12:40"
"237","12/30/2019","12:45",3227.75,3228.25,3227.5,3227.75,1161,2195,3228.03,3229.11,16.44,20,"12/30/2019 12:45"
"238","12/30/2019","12:50",3227.5,3228.25,3226.5,3226.75,1312,3755,3227.86,3229.01,16.79,20,"12/30/2019 12:50"
"239","12/30/2019","12:55",3227,3228.25,3226.75,3227.5,2621,2484,3227.78,3228.99,17.12,20,"12/30/2019 12:55"
"240","12/30/2019","13:00",3227.5,3229.5,3227.5,3228.75,2509,1698,3227.78,3228.9,16.13,20,"12/30/2019 13:00"
"241","12/30/2019","13:05",3228.75,3229,3225,3225.25,3310,8253,3227.42,3228.6,16.89,20,"12/30/2019 13:05"
"242","12/30/2019","13:10",3225.25,3225.5,3224.75,3224.75,2094,2979,3227,3228.24,17.73,20,"12/30/2019 13:10"
"243","12/30/2019","13:15",3224.75,3225,3224,3224.5,1862,2330,3226.69,3227.89,18.9,20,"12/30/2019 13:15"
"244","12/30/2019","13:20",3224.75,3225,3224.25,3224.75,1410,1892,3226.44,3227.53,19.98,20,"12/30/2019 13:20"
"245","12/30/2019","13:25",3224.5,3224.75,3222.75,3222.75,1079,4409,3225.86,3227.07,21.69,20,"12/30/2019 13:25"
"246","12/30/2019","13:30",3222.75,3224.25,3222.75,3224.25,2742,2352,3225.47,3226.75,23.28,20,"12/30/2019 13:30"
"247","12/30/2019","13:35",3224,3224,3222.75,3223.25,2117,2470,3225.08,3226.47,24.76,20,"12/30/2019 13:35"
"248","12/30/2019","13:40",3223,3223.5,3222.75,3223,2223,1638,3224.58,3226.18,26.13,20,"12/30/2019 13:40"
"249","12/30/2019","13:45",3223.25,3224.25,3222.5,3223.75,2707,2666,3224.03,3225.9,26.46,20,"12/30/2019 13:45"
"250","12/30/2019","13:50",3223.75,3224.5,3222.75,3224.25,2162,2245,3223.92,3225.67,26.47,20,"12/30/2019 13:50"
"251","12/30/2019","13:55",3224,3224.5,3223.5,3223.5,1978,2064,3223.78,3225.39,26.48,20,"12/30/2019 13:55"
